Date,compound,Low,Open,Volume,High,Close,Adjusted Close
01-04-13,0.9796,18.77964211,19.17749977,594333600,19.23678589,18.8214283,16.35606194
01-07-13,0.9456,18.39999962,18.6428566,484156400,18.90357018,18.71071434,16.25985146
01-08-13,0.9628,18.6160717,18.90035629,458707200,18.99607086,18.76107025,16.30360794
01-09-13,0.937,18.42821312,18.6607132,407604400,18.75035667,18.46785736,16.04879951
01-10-13,0.8442,18.41142845,18.87678528,601146000,18.88285637,18.69678688,16.24775124
01-11-13,-0.4664,18.53642845,18.6071434,350506800,18.76142883,18.58214378,16.14812088
14-01-13,0.9856,17.80392838,17.95285606,734207600,18.125,17.9196434,15.57240105
15-01-13,-0.4767,17.26357079,17.79642868,876772400,17.82107162,17.35428619,15.08109283
16-01-13,0.1803,17.5892868,17.66571426,690804800,18.19428635,18.07464218,15.70709229
17-01-13,0.5095,17.92964363,18.22535706,453678400,18.2410717,17.95285606,15.60126019
18-01-13,0.5647,17.72857094,17.80428505,472922800,17.93642807,17.8571434,15.51808643
22-01-13,-0.9691,17.73678589,18.02000046,461546400,18.13857079,18.02750015,15.66612911
23-01-13,-0.8426,18.02750015,18.17178535,861509600,18.39249992,18.35750008,15.95290279
24-01-13,-0.9312,16.0803566,16.4285717,1460852400,16.63321495,16.0892868,13.98179913
25-01-13,0.8674,15.53571415,16.13178635,1208026400,16.29392815,15.71000004,13.65219402
28-01-13,0.915,15.56642914,15.63678646,785517600,16.1860714,16.06535721,13.9610014
29-01-13,0,16.14714241,16.375,571158000,16.43571472,16.36678505,14.22294331
30-01-13,0.4767,16.2321434,16.3214283,417155200,16.52142906,16.31535721,14.17825413
31-01-13,0.9615,16.24928665,16.32071495,319334400,16.40285683,16.26749992,14.13666821
02-01-13,-0.5994,16.01250076,16.39678574,539484400,16.40999985,16.20071411,14.07862568
02-04-13,0.875,15.78571415,16.21107101,477117200,16.28357124,15.79714298,13.72792053
02-05-13,0,15.79357147,15.85892868,573347600,16.41928673,16.35142899,14.2096014
02-06-13,0.9756,16.1635704,16.30249977,593706400,16.6607132,16.33392906,14.19439316
02-07-13,0.4951,16.21857071,16.5446434,704580800,16.7857132,16.72214317,14.61644936
02-08-13,0.8873,16.7232132,16.9285717,633158400,17.10035706,16.96357155,14.82747269
02-11-13,0.921,16.9017868,17.0178566,517490400,17.31928635,17.14035606,14.9819994
02-12-13,0.743,16.70499992,17.12535667,609053200,17.22785759,16.71071434,14.60646152
13-02-13,0.9325,16.54357147,16.6860714,475207600,16.91571426,16.67892838,14.57867146
14-02-13,0.9767,16.57214355,16.59000015,355275200,16.84428596,16.66392899,14.56556797
15-02-13,0.9829,16.42571449,16.74464226,391745200,16.79142952,16.43428612,14.3648386
19-02-13,0.9868,16.20892906,16.46785736,435783600,16.52607155,16.42821312,14.35953331
20-02-13,0.9509,16.02857018,16.34607124,476302400,16.34607124,16.03035736,14.01177216
